atclNo,cortarNo,atclNm,atclStatCd,rletTpCd,uprRletTpCd,rletTpNm,tradTpCd,tradTpNm,vrfcTpCd,flrInfo,prc,rentPrc,hanPrc,spc1,spc2,direction,atclCfmYmd,lat,lng,atclFetrDesc,tagList,bildNm,minute,sameAddrCnt,sameAddrDirectCnt,cpid,cpNm,cpCnt,rltrNm,directTradYn,minMviFee,maxMviFee,etRoomCnt,tradePriceHan,tradeRentPrice,tradeCheckedByOwner,cpLinkVO,dtlAddrYn,dtlAddr,sameAddrHash,sameAddrMaxPrc,sameAddrMinPrc,sellrNm,repImgUrl,repImgTpCd,repImgThumb
2426712126,1135010500,상계주공9단지,R0,A01,A01,아파트,A1,매매,OWNER,5/15,48500,0,"4억 8,500",70,49.94,남향,24.05.31.,37.663401,127.059048,"전세안고,올수리 로얄동층,인기단지 저렴한 투자매물","['25년이상', '올수리', '역세권', '대단지']",915동,0,3,0,NEONET,부동산뱅크,2,푸른공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'NEONET', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,25A01A1N8081748a26f594529f1250042ac48caad66e937eb49ebadcf94ccc4236e6b8d6,"4억 8,500","4억 8,500",,,,
2426711211,1135010500,상계주공12단지,R0,A01,A01,아파트,A1,매매,OWNER,14/15,45000,0,"4억 5,000",61,41.3,남향,24.05.31.,37.666865,127.058415,"정상,2년전특올수리 로얄동층,초역세권 인기있는B형,수리잘된집","['25년이상', '올수리', '역세권']",1212동,0,1,0,NEONET,부동산뱅크,1,푸른공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'NEONET', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,,,/20240531_40/land_naver_1717129655501Md60r_JPEG/1699855128186277.jpg,10,f130_98
2426711550,1135010500,상계주공12단지,R0,A01,A01,아파트,A1,매매,OWNER,5/12,50000,0,5억,70,49.94,남향,24.05.31.,37.665588,127.059746,"정상,로얄동층 초역세권,주인거주 실입주매물","['25년이상', '역세권', '대단지', '방두개']",1205동,0,2,0,NEONET,부동산뱅크,2,푸른공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'NEONET', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,26A01A1Nf809f06a7ac4e94dff6b676edcd3441855ce3c8bd8c209bebb3dfb43c9f4763b,5억,"4억 9,000",,,,
2426707990,1135010500,상계주공9단지,R0,A01,A01,아파트,A1,매매,OWNER,14/15,51000,0,"5억 1,000",70,49.94,남향,24.05.31.,37.663401,127.059048,"정상입주,마들역세권,재건축투자,주변인프라우수","['25년이상', '역세권', '대단지', '방두개']",915동,0,2,0,toad,피터팬의 좋은방구하기,2,경성공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'toad', 'mobileArticleUrl': 'https://www.peterpanz.com/rd/rd.php?UID=', 'mobileArticleLinkTypeCode': 'ALL', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': True, 'mobileArticleLinkUseAtCpName': True}",N,,26A01A1N021fa41b3e7b3674204f9f07462b3ef70415627fe8f265112e09ffd889410a27,"5억 1,000","5억 1,000",,,,
2426713289,1135010500,상계주공12단지,R0,A01,A01,아파트,A1,매매,OWNER,4/15,43000,0,"4억 3,000",58,41.3,남향,24.05.31.,37.665755,127.060378,"전세안고,최근올수리 로얄동층,인기단지 투자매물","['25년이상', '올수리', '역세권', '대단지']",1204동,0,1,0,NEONET,부동산뱅크,1,푸른공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'NEONET', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,,,,,
2426705866,1135010500,노원센트럴푸르지오,R0,A01,A01,아파트,A1,매매,OWNER,22/28,102000,0,"10억 2,000",110,84.99,남서향,24.05.31.,37.665576,127.074971,절충가능 A타입 AC4대 인덕션 옵션좋음 정상입주 탁트인조망권,"['10년이내', '방세개', '화장실두개', '고층']",103동,0,3,0,ten,텐컴즈,2,대박(936-4556)공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'ten', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,24A01A1N45415c58cb9f0be106bf4d260acdaeded57a23b919a70c82d9755387dfa66bd5,"10억 2,000","10억 2,000",,,,
2426706934,1135010500,상계주공9단지,R0,A01,A01,아파트,A1,매매,OWNER,2/15,38500,0,"3억 8,500",60,45.9,남동향,24.05.31.,37.662705,127.059861,"급매,세안고,마들역세권,재건축투자추천","['25년이상', '역세권', '대단지', '급매']",913동,0,17,0,asil,아실,8,경성공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'asil', 'mobileArticleUrl': 'https://asil.kr/app/sale_info.jsp?UID=', 'mobileArticleLinkTypeCode': 'ALL', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': True, 'mobileArticleLinkUseAtCpName': True}",N,,25A01A1Nd859ac1fcd41a1bc3bdd2504ea29502bc100c1471c826a16bc82a2511c953b8a,"4억 2,000","3억 8,500",,,,
2426728928,1135010500,은빛2단지,R0,A01,A01,아파트,A1,매매,OWNER,7/15,50000,0,5억,67,49.77,남향,24.05.31.,37.680054,127.052546,로얄층 채광좋은 남향집 입주협의 가능해요.,"['25년이상', '역세권', '대단지', '방두개']",209동,0,2,0,sunbang,선방,1,도깨비공인중개사,N,0,0,0,,0,False,"{'cpId': 'sunbang', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,26A01A1Ndcbfb3357acf45a8643af6c6dec96a20a72d9bca80516d2164ed443ff49b62ef,5억,5억,,,,
2426728627,1135010500,은빛2단지,R0,A01,A01,아파트,A1,매매,OWNER,5/15,51000,0,"5억 1,000",81,59.95,동향,24.05.31.,37.67966,127.053968,"수락산역3분내, 생활권우수한아파트,입주협의입니다.","['25년이상', '역세권', '대단지', '방세개']",202동,0,9,0,sunbang,선방,6,도깨비공인중개사,N,0,0,0,,0,False,"{'cpId': 'sunbang', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,27A01A1N270a90a8915d90df599f306e0d909642060d72d943f12fa463fe1a5d69a001e6,"5억 1,000","5억 1,000",,,,
2426712791,1135010500,상계주공14단지,R0,A01,A01,아파트,A1,매매,OWNER,10/15,40500,0,4억 500,60,45.55,남향,24.05.31.,37.670679,127.059863,"하시,인기있는B형 로얄동층,지분최다 산조망최고,실입주매물","['25년이상', '대단지', '소형평수', '방두개']",1424동,0,2,0,NEONET,부동산뱅크,1,푸른공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'NEONET', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,22A01A1Ne40a4d1aa6caa303f2157933c9c6e39ce69c2f2fee8dc4dfa9270d109975e063,4억 500,4억 500,,,,
2426704560,1135010500,상계주공13단지,R0,A01,A01,아파트,A1,매매,OWNER,3/15,47000,0,"4억 7,000",71,49.94,남향,24.05.31.,37.667264,127.063272,올수리된 남향집 초중고 학군우수하고 공기좋고 주차공간 넉넉,"['25년이상', '올수리', '방두개']",1301동,0,5,0,SERVE,부동산써브,3,하나로공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'SERVE', 'mobileArticleUrl': 'https://www.serve.co.kr/redirect/nland?UID=', 'mobileArticleLinkTypeCode': 'CPNAMEONLY', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': True}",N,,25A01A1Nf189c5edc1cfb5dd11d73110fb411353a5aec876aa40e08beac670f2eb94e041,"4억 7,000","4억 7,000",,/20240531_144/land_naver_1717128793327CT3Wm_JPEG/KakaoTalk_20240531_121505895_05.jpg,10,f130_98
2426712987,1135010500,노원센트럴푸르지오,R0,A01,A01,아파트,A1,매매,OWNER,16/23,80000,0,8억,79,59.99,남서향,24.05.31.,37.664984,127.074071,AC2대 붙박이장설치 줄눈 입주가능 내부완전깨끗 탁트인뷰,"['10년이내', '방세개', '화장실두개', '고층']",106동,0,6,0,ten,텐컴즈,5,대박(936-4556)공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'ten', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,24A01A1Na923c67f701bb7da606e891d3f6600c28a473e322a39f664d573ad78d282935e,8억,8억,,,,
2426726832,1135010500,은빛1단지,R0,A01,A01,아파트,A1,매매,OWNER,6/15,42000,0,"4억 2,000",68,49.77,서향,24.05.31.,37.682121,127.052973,급매 전망좋고 초중고 인접 세안고 매매 투자가치 좋은집 정상입주 가능,"['25년이상', '대단지', '급매', '방두개']",108동,0,7,0,bizmk,매경부동산,4,상일공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,26A01A1N3169b00c1f8f34b21e0a5acfce7ac414139e22155c6b3be47687403e32e5c6cb,"4억 2,000","4억 2,000",,,,
2426706500,1135010500,상계주공9단지,R0,A01,A01,아파트,A1,매매,OWNER,15/15,49000,0,"4억 9,000",70,49.94,남향,24.05.31.,37.66395,127.058894,최근 특올수리 정상입주 초역세권으로 살기 편리하고 생활소음걱정 없음,"['25년이상', '올수리', '역세권', '대단지']",920동,0,3,0,SERVE,부동산써브,3,하나로공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'SERVE', 'mobileArticleUrl': 'https://www.serve.co.kr/redirect/nland?UID=', 'mobileArticleLinkTypeCode': 'CPNAMEONLY', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': True}",N,,26A01A1Nc289cff679f47fcfc7906c79dff7655ef17a959a0da78b4d0cba373220d54ead,"4억 9,000","4억 9,000",,,,
2426713632,1135010500,노원센트럴푸르지오,R0,A01,A01,아파트,A1,매매,OWNER,15/21,101000,0,"10억 1,000",110,84.99,남서향,24.05.31.,37.665464,127.074282,AC4대 소음없는수락산동 정상입주 내부최상급 가격절충가능,"['10년이내', '방세개', '화장실두개', '고층']",105동,0,5,0,ten,텐컴즈,3,대박(936-4556)공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'ten', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,24A01A1Ncedf2663aa40c1dfbeb9ab0915b79fa92b9d7157cb823911e36eba89726b106f,"10억 1,000","10억 1,000",,,,
2426727121,1135010500,은빛2단지,R0,A01,A01,아파트,A1,매매,OWNER,13/15,51000,0,"5억 1,000",81,59.95,서향,24.05.31.,37.680533,127.052698,급매 역세권 초품아 로얄동 로얄층 지하주차장 도봉산뷰 생활인프라 좋은집,"['25년이상', '역세권', '대단지', '급매']",208동,0,4,0,bizmk,매경부동산,3,상일공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,27A01A1Nc4a57752aae14149d9697d92fc8fcde257923961cf17c80e5e6db70b458b2f24,"5억 1,000","5억 1,000",,,,
2426709765,1135010500,상계주공12단지,R0,A01,A01,아파트,A1,매매,OWNER,13/15,51000,0,"5억 1,000",70,49.94,남향,24.05.31.,37.666223,127.060282,"정상,올수리 로얄동층,조망채광굿 주인거주,실입주매물","['25년이상', '올수리', '역세권', '대단지']",1209동,0,8,0,NEONET,부동산뱅크,3,푸른공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'NEONET', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,27A01A1N4fe816ec74c633ac45a3a9dc07dccccfcbc13a22447cc74052cf0c898269f230,"5억 1,000","5억 1,000",,,,
2426703771,1135010500,상계현대1차,R0,A01,A01,아파트,A1,매매,OWNER,14/15,67000,0,"6억 7,000",102,84.15,남동향,24.05.31.,37.672694,127.052707,전체 수리 잘되어 있어요 수락산 조망권도 좋아요,"['25년이상', '방세개', '화장실두개']",103동,0,2,0,bizmk,매경부동산,2,동화공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,27A01A1Na90b21ffdd80e688dd3362c4ac60b1f9adfc90be9fdad478cc49c79d7ac88281,"6억 7,000","6억 7,000",,/20240531_126/land_naver_1717128655010hdDKK_JPEG/%C1%D6%B9%E6.jpg,10,f130_98
